no,year,journal,title,doi,pmid,pmcid,isOpenAccess,doi_url
121,2026,BMC gastroenterology,Interpretable model for early prediction of 28-day mortality in patients with cirrhosis and sepsis: a multi-cohort ICU study.,10.1186/s12876-026-04620-z,41559593,PMC12903642,Y,https://doi.org/10.1186/s12876-026-04620-z
122,2026,BMC gastroenterology,Interpretable model for early prediction of 28-day mortality in patients with cirrhosis and sepsis: a multi-cohort ICU study.,10.1186/s12876-026-04620-z,41559593,PMC12903642,Y,https://doi.org/10.1186/s12876-026-04620-z
123,2026,BMC gastroenterology,"Explainable early prediction of short-term severe deterioration in gallstone-related biliary disease using MIMIC-IV, eICU, and local real-world data.",10.1186/s12876-026-05080-1,42436432,,N,https://doi.org/10.1186/s12876-026-05080-1
124,2026,BMC gastroenterology,"Explainable early prediction of short-term severe deterioration in gallstone-related biliary disease using MIMIC-IV, eICU, and local real-world data.",10.1186/s12876-026-05080-1,42436432,,N,https://doi.org/10.1186/s12876-026-05080-1
125,2026,BMC gastroenterology,"Explainable early prediction of short-term severe deterioration in gallstone-related biliary disease using MIMIC-IV, eICU, and local real-world data.",10.1186/s12876-026-05080-1,42436432,,N,https://doi.org/10.1186/s12876-026-05080-1
126,2026,BMC gastroenterology,Development of a hemodynamic scoring system for acute pancreatitis: an exploratory approach to optimizing fluid resuscitation.,10.1186/s12876-026-04637-4,41703464,PMC13020237,Y,https://doi.org/10.1186/s12876-026-04637-4
127,2026,BMC gastroenterology,Development of a hemodynamic scoring system for acute pancreatitis: an exploratory approach to optimizing fluid resuscitation.,10.1186/s12876-026-04637-4,41703464,PMC13020237,Y,https://doi.org/10.1186/s12876-026-04637-4
128,2026,BMC gastroenterology,Development of a hemodynamic scoring system for acute pancreatitis: an exploratory approach to optimizing fluid resuscitation.,10.1186/s12876-026-04637-4,41703464,PMC13020237,Y,https://doi.org/10.1186/s12876-026-04637-4
129,2026,BMC cardiovascular disorders,Construction of a predictive nomogram for ICU mortality in patients with cardiac arrest using the MIMIC-IV database and the eICU Collaborative Research Database.,10.1186/s12872-026-06235-4,42443779,,N,https://doi.org/10.1186/s12872-026-06235-4
130,2026,BMC cardiovascular disorders,Construction of a predictive nomogram for ICU mortality in patients with cardiac arrest using the MIMIC-IV database and the eICU Collaborative Research Database.,10.1186/s12872-026-06235-4,42443779,,N,https://doi.org/10.1186/s12872-026-06235-4
131,2026,BMC cardiovascular disorders,Association between glycemic variability and mortality after coronary stent implantation in critically ill patients: a retrospective cohort study.,10.1186/s12872-026-06005-2,42174409,,N,https://doi.org/10.1186/s12872-026-06005-2
132,2026,BMC cardiovascular disorders,Association between glycemic variability and mortality after coronary stent implantation in critically ill patients: a retrospective cohort study.,10.1186/s12872-026-06005-2,42174409,,N,https://doi.org/10.1186/s12872-026-06005-2
133,2026,Archives of academic emergency medicine,Early Antiplatelet Therapy in Upper Gastrointestinal Bleeding with Coronary Artery Disease: A Landmark Analysis of MIMIC-IV and eICU-CRD Databases.,10.22037/aaem.v14i1.3058,42524475,,N,https://doi.org/10.22037/aaem.v14i1.3058
134,2026,Archives of academic emergency medicine,Early Antiplatelet Therapy in Upper Gastrointestinal Bleeding with Coronary Artery Disease: A Landmark Analysis of MIMIC-IV and eICU-CRD Databases.,10.22037/aaem.v14i1.3058,42524475,,N,https://doi.org/10.22037/aaem.v14i1.3058
135,2026,Archives of academic emergency medicine,Early Antiplatelet Therapy in Upper Gastrointestinal Bleeding with Coronary Artery Disease: A Landmark Analysis of MIMIC-IV and eICU-CRD Databases.,10.22037/aaem.v14i1.3058,42524475,,N,https://doi.org/10.22037/aaem.v14i1.3058
136,2026,Anesthesiology,Development and external validation of a multimodal artificial intelligence mortality prediction model of critically ill patients using multicenter data.,10.1097/aln.0000000000006294,42549798,,N,https://doi.org/10.1097/aln.0000000000006294
137,2026,Anesthesiology,Development and external validation of a multimodal artificial intelligence mortality prediction model of critically ill patients using multicenter data.,10.1097/aln.0000000000006294,42549798,,N,https://doi.org/10.1097/aln.0000000000006294
138,2026,Anesthesiology,Development and external validation of a multimodal artificial intelligence mortality prediction model of critically ill patients using multicenter data.,10.1097/aln.0000000000006294,42549798,,N,https://doi.org/10.1097/aln.0000000000006294
139,2025,Scientific reports,Explainable machine learning for predicting ICU mortality in myocardial infarction patients using pseudo-dynamic data.,10.1038/s41598-025-13299-3,40739438,PMC12311211,Y,https://doi.org/10.1038/s41598-025-13299-3
140,2025,Scientific reports,Explainable machine learning for predicting ICU mortality in myocardial infarction patients using pseudo-dynamic data.,10.1038/s41598-025-13299-3,40739438,PMC12311211,Y,https://doi.org/10.1038/s41598-025-13299-3
141,2025,Renal failure,Development and validation of a nomogram for predicting the occurrence of acute kidney injury in patients with pulmonary embolism.,10.1080/0886022x.2025.2510003,40462517,PMC12138937,Y,https://doi.org/10.1080/0886022x.2025.2510003
142,2025,Renal failure,Development and validation of a nomogram for predicting the occurrence of acute kidney injury in patients with pulmonary embolism.,10.1080/0886022x.2025.2510003,40462517,PMC12138937,Y,https://doi.org/10.1080/0886022x.2025.2510003
143,2025,NPJ digital medicine,Unlocking the potential of real-time ICU mortality prediction: redefining risk assessment with continuous data recovery.,10.1038/s41746-025-02114-y,41315868,PMC12663134,Y,https://doi.org/10.1038/s41746-025-02114-y
144,2025,NPJ digital medicine,Unlocking the potential of real-time ICU mortality prediction: redefining risk assessment with continuous data recovery.,10.1038/s41746-025-02114-y,41315868,PMC12663134,Y,https://doi.org/10.1038/s41746-025-02114-y
145,2025,Frontiers in cardiovascular medicine,Machine learning-based early warning system for hemodynamic deterioration in cardiovascular ICU patients: a bidirectional cross-validation study.,10.3389/fcvm.2025.1694001,41647804,PMC12868282,Y,https://doi.org/10.3389/fcvm.2025.1694001
146,2025,Frontiers in cardiovascular medicine,Machine learning-based early warning system for hemodynamic deterioration in cardiovascular ICU patients: a bidirectional cross-validation study.,10.3389/fcvm.2025.1694001,41647804,PMC12868282,Y,https://doi.org/10.3389/fcvm.2025.1694001
147,2025,BMC infectious diseases,Development and validation of machine learning models to predict in-hospital mortality in ICU patients with sepsis and chronic kidney disease.,10.1186/s12879-025-11949-5,41194045,PMC12587723,Y,https://doi.org/10.1186/s12879-025-11949-5
148,2025,BMC infectious diseases,Development and validation of machine learning models to predict in-hospital mortality in ICU patients with sepsis and chronic kidney disease.,10.1186/s12879-025-11949-5,41194045,PMC12587723,Y,https://doi.org/10.1186/s12879-025-11949-5
